Day Fraction	Calib 950	Calib 470	Err 950	Err 470	Time	
0.498158365	0.482932	0.453028	0	0	11:57:22.359	
0.498171031	0.484712	0.453013	0	0	11:57:23.453	
0.498182535	0.484712	0.452998	0	0	11:57:24.437	
0.498195082	0.486446	0.452998	0	0	11:57:25.421	
0.498207748	0.487222	0.45257	0	0	11:57:26.625	
0.498220384	0.487222	0.452404	0	0	11:57:27.718	
0.498232037	0.490052	0.452564	0	0	11:57:28.703	
0.498244435	0.490303	0.453206	0	0	11:57:29.796	
0.498257101	0.4906	0.453206	0	0	11:57:30.890	
0.498269767	0.496008	0.453185	0	0	11:57:31.984	
0.498281419	0.496008	0.452998	0	0	11:57:32.968	
0.498293817	0.496339	0.452998	0	0	11:57:34.062	
0.498306483	0.499317	0.453176	0	0	11:57:35.046	
0.498319149	0.499317	0.453295	0	0	11:57:36.250	
0.498330772	0.499557	0.453295	0	0	11:57:37.234	
0.49834317	0.500116	0.452939	0	0	11:57:38.218	
0.498355836	0.500116	0.452582	0	0	11:57:39.421	
0.498368502	0.501463	0.452582	0	0	11:57:40.515	
0.498380274	0.502741	0.453197	0	0	11:57:41.500	
0.498392552	0.502741	0.453265	0	0	11:57:42.593	
0.498405218	0.504019	0.453265	0	0	11:57:43.687	
0.498417884	0.504566	0.453307	0	0	11:57:44.781	
0.498429656	0.504817	0.453503	0	0	11:57:45.765	
0.498441935	0.507282	0.453503	0	0	11:57:46.750	
0.498454571	0.507305	0.453429	0	0	11:57:47.953	
0.498467237	0.507636	0.453354	0	0	11:57:49.046	
0.498479009	0.509473	0.453666	0	0	11:57:50.031	
0.498491287	0.509473	0.453978	0	0	11:57:51.015	
0.498503953	0.510466	0.453978	0	0	11:57:52.218	
0.498516619	0.512782	0.453669	0	0	11:57:53.312	
0.49852851	0.512782	0.453206	0	0	11:57:54.296	
0.49854067	0.513695	0.453206	0	0	11:57:55.390	
0.498553336	0.515064	0.453687	0	0	11:57:56.484	
0.498565972	0.515064	0.453741	0	0	11:57:57.578	
0.498577893	0.515064	0.453741	0	0	11:57:58.562	
0.498590052	0.515064	0.453075	0	0	11:57:59.656	
0.498602688	0.515064	0.452909	0	0	11:58:00.640	
0.498615354	0.51754	0.452909	0	0	11:58:01.843	
0.498627245	0.518031	0.452713	0	0	11:58:02.828	
0.498639405	0.518031	0.45276	0	0	11:58:03.812	
0.498652071	0.519971	0.452864	0	0	11:58:05.015	
0.498664737	0.519971	0.453182	0	0	11:58:06.109	
0.498676628	0.520382	0.453206	0	0	11:58:07.093	
0.498688787	0.522025	0.453509	0	0	11:58:08.078	
0.498701453	0.522025	0.453711	0	0	11:58:09.281	
0.498714089	0.522983	0.453711	0	0	11:58:10.375	
0.49872613	0.524421	0.453577	0	0	11:58:11.359	
0.49873814	0.524421	0.453443	0	0	11:58:12.453	
0.498750806	0.524387	0.453443	0	0	11:58:13.546	
0.498763472	0.524307	0.453533	0	0	11:58:14.640	
0.498775482	0.524307	0.453533	0	0	11:58:15.625	
0.498787522	0.525128	0.453533	0	0	11:58:16.609	
0.498800188	0.525334	0.453292	0	0	11:58:17.812	
0.498812854	0.525357	0.453265	0	0	11:58:18.906	
0.498824865	0.528266	0.453259	0	0	11:58:19.890	
0.498836875	0.528301	0.453206	0	0	11:58:20.984	
0.498849541	0.528483	0.453206	0	0	11:58:22.078	
0.498862207	0.529784	0.453108	0	0	11:58:23.171	
0.498874366	0.529784	0.452879	0	0	11:58:24.156	
0.498886257	0.530366	0.452879	0	0	11:58:25.250	
0.498898923	0.531724	0.453497	0	0	11:58:26.343	
0.498911589	0.531724	0.453651	0	0	11:58:27.437	
0.498923719	0.532123	0.453651	0	0	11:58:28.421	
0.49893564	0.532523	0.453562	0	0	11:58:29.515	
0.498948276	0.532523	0.453503	0	0	11:58:30.609	
0.498960942	0.533801	0.453503	0	0	11:58:31.703	
0.498973101	0.534348	0.453313	0	0	11:58:32.687	
0.498984993	0.534348	0.453265	0	0	11:58:33.781	
0.498997658	0.534211	0.453372	0	0	11:58:34.875	
0.499010324	0.53412	0.453622	0	0	11:58:35.968	
0.499022603	0.534462	0.453622	0	0	11:58:36.953	
0.499034375	0.537543	0.453533	0	0	11:58:38.046	
0.499047041	0.537543	0.453176	0	0	11:58:39.140	
0.499059677	0.537726	0.453176	0	0	11:58:40.234	
0.499071985	0.538456	0.45328	0	0	11:58:41.218	
0.499083757	0.538456	0.453325	0	0	11:58:42.312	
0.499096394	0.538319	0.453325	0	0	11:58:43.406	
0.49910906	0.537087	0.453592	0	0	11:58:44.500	
0.499121338	0.537087	0.453622	0	0	11:58:45.484	
0.49913311	0.537429	0.453622	0	0	11:58:46.578	
0.499145776	0.537657	0.453218	0	0	11:58:47.671	
0.499158442	0.537657	0.453117	0	0	11:58:48.765	
0.49917084	0.53857	0.453117	0	0	11:58:49.750	
0.499182492	0.538799	0.452811	0	0	11:58:50.843	
0.499195158	0.538799	0.45282	0	0	11:58:51.937	
0.499207795	0.539027	0.452986	0	0	11:58:53.031	
0.499220192	0.539027	0.453236	0	0	11:58:54.015	
0.499231875	0.539232	0.453236	0	0	11:58:55.109	
0.499244511	0.539711	0.453521	0	0	11:58:56.203	
0.499257177	0.539711	0.453711	0	0	11:58:57.296	
0.499269575	0.540807	0.453711	0	0	11:58:58.281	
0.499281228	0.54245	0.453782	0	0	11:58:59.265	
0.499293894	0.54245	0.4538	0	0	11:59:00.468	
0.49930656	0.542005	0.4538	0	0	11:59:01.562	
0.499319077	0.540967	0.453592	0	0	11:59:02.546	
0.49933061	0.540967	0.453503	0	0	11:59:03.640	
0.499343276	0.540373	0.453539	0	0	11:59:04.734	
0.499355912	0.539483	0.453681	0	0	11:59:05.828	
0.499368459	0.539483	0.453681	0	0	11:59:06.812	
0.499379963	0.540567	0.453622	0	0	11:59:07.906	
0.499392629	0.540624	0.453328	0	0	11:59:09.000	
0.499405295	0.54067	0.453354	0	0	11:59:10.093	
0.499417812	0.541081	0.453443	0	0	11:59:11.078	
0.499429345	0.541081	0.453503	0	0	11:59:12.171	
0.499442011	0.541081	0.453503	0	0	11:59:13.265	
0.499454647	0.540967	0.453414	0	0	11:59:14.359	
0.499467194	0.540967	0.453325	0	0	11:59:15.343	
0.499478698	0.540967	0.453325	0	0	11:59:16.437	
0.499491364	0.540967	0.453075	0	0	11:59:17.421	
0.49950403	0.540967	0.452909	0	0	11:59:18.625	
0.499516696	0.541126	0.452939	0	0	11:59:19.718	
0.49952808	0.541195	0.453206	0	0	11:59:20.703	
0.499540746	0.541195	0.453206	0	0	11:59:21.796	
0.499553412	0.539757	0.453366	0	0	11:59:22.890	
0.499566048	0.538684	0.453741	0	0	11:59:23.984	
0.499577463	0.53881	0.453741	0	0	11:59:24.968	
0.499590099	0.53994	0.453785	0	0	11:59:26.062	
0.499602765	0.53994	0.45383	0	0	11:59:27.156	
0.499615431	0.53994	0.45383	0	0	11:59:28.250	
0.499626815	0.539597	0.453996	0	0	11:59:29.234	
0.499639481	0.539597	0.454067	0	0	11:59:30.328	
0.499652147	0.539529	0.454067	0	0	11:59:31.421	
0.499664813	0.539255	0.454575	0	0	11:59:32.515	
0.499676317	0.539255	0.454632	0	0	11:59:33.500	
0.499688864	0.539084	0.454632	0	0	11:59:34.593	
0.4997015	0.538684	0.453366	0	0	11:59:35.687	
0.499714166	0.538684	0.452939	0	0	11:59:36.781	
0.499725699	0.538867	0.452939	0	0	11:59:37.765	
0.499738216	0.538913	0.452912	0	0	11:59:38.859	
0.499750882	0.538913	0.452909	0	0	11:59:39.953	
0.499763548	0.536996	0.453099	0	0	11:59:41.046	
0.499775052	0.536174	0.453384	0	0	11:59:42.031	
0.499787599	0.536334	0.453384	0	0	11:59:43.125	
0.499800265	0.536973	0.453794	0	0	11:59:44.109	
0.499812901	0.536973	0.454067	0	0	11:59:45.312	
0.499824554	0.536939	0.454067	0	0	11:59:46.296	
0.499836981	0.536631	0.454067	0	0	11:59:47.390	
0.499849617	0.536631	0.453146	0	0	11:59:48.484	
0.499862283	0.536106	0.453146	0	0	11:59:49.578	
0.499873936	0.534462	0.453533	0	0	11:59:50.562	
0.499886334	0.534462	0.453533	0	0	11:59:51.656	
0.499899	0.533892	0.453533	0	0	11:59:52.640	
0.499911666	0.533207	0.453345	0	0	11:59:53.843	
0.499923289	0.533207	0.453325	0	0	11:59:54.828	
0.499935716	0.532477	0.453295	0	0	11:59:55.812	
0.499948353	0.532066	0.453028	0	0	11:59:57.015	
0.499961019	0.532066	0.453028	0	0	11:59:58.109	
0.49997279	0.530788	0.453188	0	0	11:59:59.093	
0.499985069	0.530469	0.453295	0	0	12:00:00.078	
0.499997735	0.530788	0.453295	0	0	12:00:01.281	
0.500010371	0.531267	0.453013	0	0	12:00:02.375	
0.500022173	0.531267	0.452731	0	0	12:00:03.359	
0.500034451	0.531496	0.452731	0	0	12:00:04.453	
0.500047088	0.531724	0.453185	0	0	12:00:05.546	
0.500059783	0.531724	0.453236	0	0	12:00:06.640	
0.500071526	0.530126	0.453236	0	0	12:00:07.625	
0.500083804	0.52773	0.453022	0	0	12:00:08.609	
0.5000965	0.52773	0.452968	0	0	12:00:09.812	
0.500109136	0.526874	0.453298	0	0	12:00:10.906	
0.500121057	0.526019	0.454067	0	0	12:00:11.890	
0.500133157	0.526019	0.454067	0	0	12:00:12.984	
0.500145853	0.524649	0.453889	0	0	12:00:14.078	
0.500158489	0.524307	0.453072	0	0	12:00:15.171	
0.50017041	0.524307	0.453028	0	0	12:00:16.156	
0.500182569	0.523052	0.45309	0	0	12:00:17.250	
0.500195205	0.523052	0.453117	0	0	12:00:18.343	
0.500207901	0.522344	0.453117	0	0	12:00:19.437	
0.500219762	0.520085	0.453117	0	0	12:00:20.421	
0.500231922	0.520085	0.453117	0	0	12:00:21.515	
0.500244617	0.519765	0.453132	0	0	12:00:22.609	
0.500257254	0.519286	0.453265	0	0	12:00:23.703	
0.500269294	0.519286	0.453265	0	0	12:00:24.687	
0.500281334	0.51843	0.453289	0	0	12:00:25.781	
0.50029397	0.517803	0.453384	0	0	12:00:26.765	
0.500306606	0.517803	0.453384	0	0	12:00:27.968	
0.500318646	0.5143	0.453705	0	0	12:00:28.953	
0.500330687	0.512668	0.454186	0	0	12:00:30.046	
0.500343323	0.512668	0.454186	0	0	12:00:31.140	
0.500355959	0.512212	0.454159	0	0	12:00:32.234	
0.500367999	0.512212	0.454097	0	0	12:00:33.218	
0.500380039	0.511972	0.454097	0	0	12:00:34.312	
0.500392675	0.509815	0.454058	0	0	12:00:35.406	
0.500405371	0.509815	0.454127	0	0	12:00:36.390	
0.500417411	0.509188	0.454127	0	0	12:00:37.484	
0.500429392	0.507305	0.455018	0	0	12:00:38.578	
0.500442088	0.507305	0.455018	0	0	12:00:39.671	
0.500454724	0.506232	0.455018	0	0	12:00:40.765	
0.500466883	0.504795	0.454376	0	0	12:00:41.750	
0.500478804	0.504795	0.454305	0	0	12:00:42.843	
0.50049144	0.503631	0.454251	0	0	12:00:43.937	
0.500504136	0.502855	0.45377	0	0	12:00:45.031	
0.500516236	0.502855	0.45377	0	0	12:00:46.015	
0.500528157	0.499854	0.453592	0	0	12:00:47.109	
0.500540793	0.499089	0.453176	0	0	12:00:48.203	
0.500553489	0.499089	0.453176	0	0	12:00:49.296	
0.500565648	0.495906	0.45353	0	0	12:00:50.281	
0.500577509	0.49578	0.453681	0	0	12:00:51.265	
0.500590205	0.495369	0.453681	0	0	12:00:52.468	
0.500602841	0.493954	0.453485	0	0	12:00:53.562	
0.50061512	0.493954	0.453354	0	0	12:00:54.546	
0.500626922	0.492996	0.453429	0	0	12:00:55.640	
0.500639558	0.491558	0.454097	0	0	12:00:56.734	
0.500652194	0.491558	0.454097	0	0	12:00:57.718	
0.500664473	0.489664	0.454141	0	0	12:00:58.812	
0.500676274	0.488135	0.454245	0	0	12:00:59.906	
0.50068891	0.488135	0.454245	0	0	12:01:01.000	
0.500701547	0.486013	0.454121	0	0	12:01:02.093	
0.500713885	0.485396	0.453622	0	0	12:01:03.078	
0.500725627	0.485396	0.453622	0	0	12:01:04.171	
0.500738263	0.481505	0.453934	0	0	12:01:05.265	
0.500750959	0.481289	0.454067	0	0	12:01:06.359	
0.500763357	0.480935	0.454067	0	0	12:01:07.343	
0.50077498	0.477751	0.453515	0	0	12:01:08.437	
0.500787675	0.477751	0.453146	0	0	12:01:09.531	
0.500800312	0.476964	0.453146	0	0	12:01:10.625	
0.500812709	0.475469	0.453028	0	0	12:01:11.609	
0.500824392	0.475469	0.452998	0	0	12:01:12.703	
0.500837028	0.472856	0.452998	0	0	12:01:13.796	
0.500849724	0.47022	0.452814	0	0	12:01:14.890	
0.500862122	0.47022	0.452849	0	0	12:01:15.875	
0.500873744	0.468337	0.452968	0	0	12:01:16.968	
0.50088644	0.467139	0.453146	0	0	12:01:18.062	
0.500899076	0.467139	0.453146	0	0	12:01:19.156	
0.500911593	0.464036	0.453414	0	0	12:01:20.140	
0.500923097	0.46326	0.453592	0	0	12:01:21.234	
0.500935793	0.462986	0.453592	0	0	12:01:22.328	
0.500948429	0.459836	0.453429	0	0	12:01:23.421	
0.500960946	0.459836	0.453503	0	0	12:01:24.406	
0.500972509	0.45841	0.453503	0	0	12:01:25.500	
0.500985146	0.454702	0.454038	0	0	12:01:26.593	
0.500997782	0.454702	0.454038	0	0	12:01:27.687	
0.501010358	0.45396	0.454038	0	0	12:01:28.671	
0.501021862	0.453332	0.454011	0	0	12:01:29.765	
0.501034498	0.453332	0.454008	0	0	12:01:30.859	
0.501047194	0.45	0.453957	0	0	12:01:31.953	
0.501059711	0.448426	0.453503	0	0	12:01:32.937	
0.501071215	0.448426	0.453503	0	0	12:01:33.921	
0.50108391	0.443302	0.453316	0	0	12:01:35.125	
0.501096547	0.441922	0.452879	0	0	12:01:36.218	
0.501109242	0.441922	0.452879	0	0	12:01:37.312	
0.501120627	0.438008	0.453253	0	0	12:01:38.296	
0.501133263	0.4377	0.453414	0	0	12:01:39.390	
0.501145899	0.437061	0.453414	0	0	12:01:40.484	
0.501158595	0.433135	0.453461	0	0	12:01:41.578	
0.50116998	0.433135	0.453622	0	0	12:01:42.562	
0.501182616	0.431275	0.453637	0	0	12:01:43.656	
0.501195312	0.428001	0.45377	0	0	12:01:44.750	
0.501207948	0.428001	0.45377	0	0	12:01:45.843	
0.501219332	0.425285	0.45377	0	0	12:01:46.828	
0.501232028	0.42298	0.453711	0	0	12:01:47.812	
0.501244664	0.42298	0.453711	0	0	12:01:49.015	
0.5012573	0.419979	0.453675	0	0	12:01:50.109	
0.501268864	0.418872	0.453533	0	0	12:01:50.984	
0.501281381	0.418872	0.453533	0	0	12:01:52.187	
0.501294017	0.412801	0.453295	0	0	12:01:53.281	
0.501306713	0.41214	0.452939	0	0	12:01:54.265	
0.501318216	0.4119	0.452939	0	0	12:01:55.359	
0.501330733	0.406914	0.452897	0	0	12:01:56.453	
0.501343429	0.406891	0.452879	0	0	12:01:57.546	
0.501356065	0.405407	0.452891	0	0	12:01:58.640	
0.501367569	0.401414	0.453051	0	0	12:01:59.625	
0.501380086	0.401414	0.453087	0	0	12:02:00.609	
0.501392782	0.399063	0.453176	0	0	12:02:01.812	
0.501405418	0.396621	0.453904	0	0	12:02:02.906	
0.5014171	0.396621	0.454127	0	0	12:02:03.890	
0.501429498	0.392901	0.454127	0	0	12:02:04.984	
0.501442134	0.390916	0.453895	0	0	12:02:06.078	
0.50145483	0.390916	0.453741	0	0	12:02:07.171	
0.501466453	0.386751	0.453604	0	0	12:02:08.156	
0.501478851	0.385781	0.453384	0	0	12:02:09.250	
0.501491547	0.385518	0.453384	0	0	12:02:10.343	
0.501504183	0.37898	0.453741	0	0	12:02:11.437	
0.501515806	0.378706	0.45383	0	0	12:02:12.421	
0.501528203	0.377771	0.45383	0	0	12:02:13.515	
0.501540899	0.372088	0.453414	0	0	12:02:14.609	
0.501553535	0.372088	0.453236	0	0	12:02:15.703	
0.501565337	0.370605	0.453354	0	0	12:02:16.687	
0.501577616	0.367524	0.45383	0	0	12:02:17.781	
0.501590252	0.367524	0.45383	0	0	12:02:18.765	
0.501602888	0.363907	0.453764	0	0	12:02:19.968	
0.50161469	0.36102	0.453123	0	0	12:02:20.953	
0.501626968	0.36102	0.453087	0	0	12:02:22.046	
0.501639605	0.35633	0.453265	0	0	12:02:23.140	
0.5016523	0.354744	0.453384	0	0	12:02:24.234	
0.501664042	0.354744	0.453384	0	0	12:02:25.218	
0.501676321	0.34962	0.45355	0	0	12:02:26.312	
0.501689017	0.349153	0.453622	0	0	12:02:27.406	
0.501701653	0.348411	0.453622	0	0	12:02:28.390	
0.501713574	0.342306	0.453479	0	0	12:02:29.484	
0.501725733	0.342306	0.453384	0	0	12:02:30.578	
0.501738369	0.340332	0.453479	0	0	12:02:31.671	
0.501751006	0.335117	0.454335	0	0	12:02:32.765	
0.501762927	0.335117	0.454335	0	0	12:02:33.640	
0.501775086	0.332687	0.454335	0	0	12:02:34.843	
0.501787722	0.32964	0.453384	0	0	12:02:35.937	
0.501800418	0.32964	0.453295	0	0	12:02:36.921	
0.501812279	0.325236	0.453547	0	0	12:02:38.015	
0.501824439	0.323136	0.4538	0	0	12:02:39.109	
0.501837134	0.323136	0.4538	0	0	12:02:40.203	
0.501849771	0.317031	0.453681	0	0	12:02:41.296	
0.501861811	0.315833	0.453503	0	0	12:02:42.281	
0.501873851	0.315628	0.453503	0	0	12:02:43.265	
0.501886487	0.308953	0.454278	0	0	12:02:44.468	
0.501899123	0.308759	0.454364	0	0	12:02:45.562	
0.501911163	0.30772	0.454364	0	0	12:02:46.546	
0.501923203	0.302825	0.453515	0	0	12:02:47.640	
0.50193584	0.302825	0.453146	0	0	12:02:48.734	
0.501948535	0.300189	0.453146	0	0	12:02:49.828	
0.501960516	0.29575	0.452879	0	0	12:02:50.812	
0.501972556	0.29575	0.452849	0	0	12:02:51.906	
0.501985192	0.291426	0.453375	0	0	12:02:53.000	
0.501997888	0.288105	0.454156	0	0	12:02:54.093	
0.502009928	0.288082	0.454156	0	0	12:02:55.078	
0.502021909	0.284488	0.454094	0	0	12:02:56.171	
0.502034605	0.283541	0.453948	0	0	12:02:57.265	
0.502047241	0.283119	0.453948	0	0	12:02:58.359	
0.5020594	0.276421	0.453616	0	0	12:02:59.343	
0.502071321	0.276124	0.453295	0	0	12:03:00.437	
0.502083957	0.274994	0.453295	0	0	12:03:01.531	
0.502096653	0.267452	0.453622	0	0	12:03:02.625	
0.502108812	0.267452	0.453622	0	0	12:03:03.609	
0.502120674	0.265478	0.453705	0	0	12:03:04.703	
0.50213331	0.260377	0.454038	0	0	12:03:05.796	
0.502146006	0.260377	0.454038	0	0	12:03:06.890	
0.502158165	0.257958	0.453895	0	0	12:03:07.875	
0.502170026	0.254786	0.452612	0	0	12:03:08.968	
0.502182722	0.25466	0.452612	0	0	12:03:10.062	
0.502195358	0.249343	0.452576	0	0	12:03:11.156	
0.502207637	0.247027	0.452642	0	0	12:03:12.140	
0.502219439	0.246867	0.452642	0	0	12:03:13.234	
0.502232075	0.24196	0.453093	0	0	12:03:14.328	
0.502244711	0.24155	0.453265	0	0	12:03:15.312	
0.502256989	0.240374	0.453265	0	0	12:03:16.406	
0.502268791	0.235274	0.453271	0	0	12:03:17.500	
0.502281427	0.235274	0.453295	0	0	12:03:18.484	
0.502294123	0.232592	0.45334	0	0	12:03:19.687	
0.502306402	0.226716	0.453741	0	0	12:03:20.671	
0.502318144	0.226716	0.453741	0	0	12:03:21.656	
0.50233084	0.223395	0.453794	0	0	12:03:22.859	
0.502343476	0.218842	0.453919	0	0	12:03:23.953	
0.502355874	0.218842	0.453919	0	0	12:03:24.937	
0.502367496	0.214894	0.453818	0	0	12:03:26.031	
0.502380192	0.211768	0.453414	0	0	12:03:27.125	
0.502392828	0.211665	0.453414	0	0	12:03:28.109	
0.502405286	0.208333	0.453295	0	0	12:03:29.203	
0.502416909	0.207546	0.453117	0	0	12:03:30.296	
0.502429545	0.206028	0.453117	0	0	12:03:31.390	
0.502442241	0.19998	0.453625	0	0	12:03:32.484	
0.502454638	0.199786	0.453681	0	0	12:03:33.468	
0.502466261	0.197938	0.453681	0	0	12:03:34.562	
0.502478957	0.194423	0.453325	0	0	12:03:35.656	
0.502491593	0.194423	0.453236	0	0	12:03:36.640	
0.50250411	0.191148	0.453236	0	0	12:03:37.734	
0.502515674	0.187805	0.45282	0	0	12:03:38.718	
0.50252831	0.187805	0.45282	0	0	12:03:39.921	
0.502540946	0.183047	0.452903	0	0	12:03:41.015	
0.502553463	0.180046	0.453028	0	0	12:03:42.000	
0.502565026	0.180046	0.453028	0	0	12:03:43.093	
0.502577662	0.174934	0.453081	0	0	12:03:44.187	
0.502590299	0.172857	0.453117	0	0	12:03:45.281	
0.502602875	0.172846	0.453117	0	0	12:03:46.265	
0.502614379	0.168772	0.453354	0	0	12:03:47.359	
0.502627015	0.168179	0.453414	0	0	12:03:48.453	
0.502639711	0.166958	0.453414	0	0	12:03:49.546	
0.502652347	0.163158	0.453533	0	0	12:03:50.640	
0.502663732	0.163158	0.453533	0	0	12:03:51.625	
0.502676427	0.160054	0.453533	0	0	12:03:52.718	
0.502689064	0.15654	0.453372	0	0	12:03:53.812	
0.502701759	0.15654	0.453354	0	0	12:03:54.906	
0.502713144	0.153596	0.453319	0	0	12:03:55.890	
0.50272578	0.151975	0.452998	0	0	12:03:56.984	
0.502738476	0.151975	0.452998	0	0	12:03:58.078	
0.502751112	0.147274	0.453069	0	0	12:03:59.171	
0.502762496	0.146156	0.453117	0	0	12:04:00.156	
0.502775133	0.146156	0.453117	0	0	12:04:01.250	
0.502787828	0.14061	0.453028	0	0	12:04:02.343	
0.502800465	0.139994	0.452939	0	0	12:04:03.437	
0.502811849	0.139732	0.452939	0	0	12:04:04.421	
0.502824545	0.135167	0.452992	0	0	12:04:05.515	
0.502837181	0.135088	0.452998	0	0	12:04:06.609	
0.502849817	0.13438	0.453001	0	0	12:04:07.703	
0.502861381	0.132121	0.45317	0	0	12:04:08.687	
0.502873898	0.132121	0.453265	0	0	12:04:09.781	
0.502886534	0.129302	0.453319	0	0	12:04:10.765	
0.50289923	0.128127	0.453443	0	0	12:04:11.968	
0.502910733	0.128127	0.453443	0	0	12:04:12.953	
0.50292325	0.124225	0.453443	0	0	12:04:14.046	
0.502935946	0.123677	0.453443	0	0	12:04:15.140	
0.502948582	0.123494	0.453443	0	0	12:04:16.234	
0.502960086	0.120105	0.453348	0	0	12:04:17.218	
0.502972603	0.119911	0.453206	0	0	12:04:18.312	
0.502985299	0.119386	0.453206	0	0	12:04:19.406	
0.502997935	0.116146	0.452974	0	0	12:04:20.500	
0.503009617	0.116146	0.45282	0	0	12:04:21.484	
0.503022015	0.115165	0.45282	0	0	12:04:22.578	
0.503034651	0.112038	0.452541	0	0	12:04:23.671	
0.503047347	0.112038	0.452315	0	0	12:04:24.765	
0.50305897	0.110863	0.452315	0	0	12:04:25.750	
0.503071368	0.108729	0.452285	0	0	12:04:26.843	
0.503084064	0.108695	0.452285	0	0	12:04:27.937	
0.5030967	0.107827	0.452267	0	0	12:04:29.031	
0.503108323	0.107474	0.45331	0	0	12:04:30.015	
0.50312072	0.1072	0.453443	0	0	12:04:31.000	
0.503133416	0.105705	0.453604	0	0	12:04:32.203	
0.503146052	0.105648	0.453711	0	0	12:04:33.296	
0.503157854	0.105009	0.453711	0	0	12:04:34.281	
0.503170133	0.103252	0.453901	0	0	12:04:35.265	
0.503182769	0.103252	0.453948	0	0	12:04:36.468	
0.503195405	0.102693	0.453948	0	0	12:04:37.562	
0.503207207	0.101654	0.453527	0	0	12:04:38.546	
0.503219485	0.101654	0.453325	0	0	12:04:39.640	
0.503232121	0.100878	0.453325	0	0	12:04:40.734	
0.503244817	0.0999426	0.453057	0	0	12:04:41.718	
0.503256559	0.0999426	0.453028	0	0	12:04:42.812	
0.503268838	0.0993264	0.453087	0	0	12:04:43.906	
0.503281534	0.0989157	0.453176	0	0	12:04:45.000	
0.50329417	0.0989157	0.453176	0	0	12:04:46.093	
0.503306091	0.0982881	0.453031	0	0	12:04:47.078	
0.50331825	0.0980028	0.45279	0	0	12:04:48.171	
0.503330886	0.0982766	0.45279	0	0	12:04:49.265	
0.503343523	0.0984592	0.452867	0	0	12:04:50.359	
0.503355443	0.0984592	0.453176	0	0	12:04:51.343	
0.503367603	0.0990982	0.453176	0	0	12:04:52.437	
0.503380239	0.0993721	0.453577	0	0	12:04:53.531	
0.503392935	0.0993721	0.453622	0	0	12:04:54.625	
0.503404796	0.0993036	0.453622	0	0	12:04:55.609	
0.503416955	0.099258	0.453218	0	0	12:04:56.703	
0.503429651	0.099258	0.453117	0	0	12:04:57.796	
0.503442287	0.10008	0.453268	0	0	12:04:58.890	
0.503454328	0.100171	0.453622	0	0	12:04:59.875	
0.503466368	0.100171	0.453622	0	0	12:05:00.968	
0.503479004	0.100741	0.453934	0	0	12:05:02.062	
0.50349164	0.100741	0.454245	0	0	12:05:03.156	
0.50350368	0.101084	0.454245	0	0	12:05:04.140	
0.50351572	0.101654	0.453972	0	0	12:05:05.234	
0.503528357	0.101654	0.453562	0	0	12:05:06.328	
0.503541052	0.10267	0.453562	0	0	12:05:07.421	
0.503553033	0.103138	0.453366	0	0	12:05:08.406	
0.503565073	0.103138	0.453473	0	0	12:05:09.500	
0.503577709	0.105705	0.453473	0	0	12:05:10.593	
0.503590405	0.10599	0.453503	0	0	12:05:11.687	
0.503602445	0.10599	0.453533	0	0	12:05:12.671	
0.503614426	0.108272	0.453568	0	0	12:05:13.765	
0.503627121	0.108272	0.453711	0	0	12:05:14.750	
0.503639758	0.108501	0.453711	0	0	12:05:15.953	
0.503651917	0.110555	0.453625	0	0	12:05:16.937	
0.503663838	0.110555	0.45293	0	0	12:05:17.921	
0.503676474	0.111741	0.452939	0	0	12:05:19.125	
0.50368917	0.114206	0.45342	0	0	12:05:20.218	
0.50370127	0.114206	0.453741	0	0	12:05:21.203	
0.503713191	0.115222	0.453741	0	0	12:05:22.296	
0.503725886	0.116146	0.454762	0	0	12:05:23.390	
0.503738523	0.116146	0.455018	0	0	12:05:24.484	
0.503750682	0.11917	0.455018	0	0	12:05:25.468	
0.503762543	0.120025	0.45377	0	0	12:05:26.562	
0.503775239	0.120162	0.453236	0	0	12:05:27.656	
0.503787875	0.123494	0.453283	0	0	12:05:28.750	
0.503800154	0.123677	0.453473	0	0	12:05:29.734	
0.503811955	0.124476	0.453473	0	0	12:05:30.718	
0.503824592	0.127671	0.453592	0	0	12:05:31.921	
0.503837228	0.127671	0.453937	0	0	12:05:33.015	
0.503849506	0.128914	0.453978	0	0	12:05:34.000	
0.503861308	0.132235	0.453978	0	0	12:05:35.093	
0.503873944	0.132235	0.453334	0	0	12:05:36.187	
0.50388664	0.134574	0.453057	0	0	12:05:37.281	
0.503898919	0.137484	0.453069	0	0	12:05:38.265	
0.503910661	0.137484	0.453117	0	0	12:05:39.359	
0.503923357	0.139823	0.453117	0	0	12:05:40.453	
0.503935993	0.141135	0.453384	0	0	12:05:41.546	
0.50394839	0.141135	0.453414	0	0	12:05:42.531	
0.503960073	0.144787	0.453446	0	0	12:05:43.625	
0.503972709	0.145243	0.453741	0	0	12:05:44.609	
0.503985345	0.145848	0.453741	0	0	12:05:45.812	
0.503997803	0.150492	0.453776	0	0	12:05:46.796	
0.504009426	0.150606	0.453859	0	0	12:05:47.890	
0.504022062	0.152226	0.453859	0	0	12:05:48.984	
0.504034758	0.155855	0.453782	0	0	12:05:50.078	
0.504047155	0.155855	0.453711	0	0	12:05:51.062	
0.504058778	0.158445	0.453711	0	0	12:05:52.156	
0.504071474	0.161104	0.454168	0	0	12:05:53.250	
0.50408411	0.161104	0.454364	0	0	12:05:54.343	
