# t (s), T_Al (K), flux_Al (nm^-2.s^-1), z (nm), x
2.085680642453890243e+02,1.279535821994278422e+03,2.562006997972987588e-01,4.276825816561724025e+01,1.000000000000000000e+00
2.090682274689990550e+02,1.279383377669498486e+03,2.552943430147702197e-01,4.286408183016519757e+01,1.000000000000000000e+00
2.095683906926091140e+02,1.279230907377418362e+03,2.543908223305680338e-01,4.295988499217899914e+01,1.000000000000000000e+00
2.100685539162191446e+02,1.279078412205892164e+03,2.534901365599008805e-01,4.305566771590061848e+01,1.000000000000000000e+00
2.105687171398292037e+02,1.278925891318472168e+03,2.525922731403787425e-01,4.315143006541632076e+01,1.000000000000000000e+00
2.110688803634392627e+02,1.278773345898166326e+03,2.516972314206629147e-01,4.324717210466265982e+01,1.000000000000000000e+00
2.115690435870492934e+02,1.278620776710387418e+03,2.508050082362172639e-01,4.334289389753296717e+01,1.000000000000000000e+00
2.120692068106593524e+02,1.278468182724883491e+03,2.499155899312481555e-01,4.343859550773005651e+01,1.000000000000000000e+00
2.125693700342693830e+02,1.278315565650474582e+03,2.490289788323223619e-01,4.353427699882836777e+01,1.000000000000000000e+00
2.130695332578794421e+02,1.278162925834871885e+03,2.481451692835351941e-01,4.362993843436465369e+01,1.000000000000000000e+00
2.135696964814894727e+02,1.278010262526364158e+03,2.472641492853512035e-01,4.372557987767563503e+01,1.000000000000000000e+00
2.140698597050995318e+02,1.277857577443552827e+03,2.463859210983546100e-01,4.382120139198774211e+01,1.000000000000000000e+00
2.145700229287095624e+02,1.277704870638066950e+03,2.455104773287592745e-01,4.391680304046922600e+01,1.000000000000000000e+00
2.150701861523196214e+02,1.277552141878720022e+03,2.446378089831708347e-01,4.401238488610272270e+01,1.000000000000000000e+00
2.155703493759296521e+02,1.277399392609307370e+03,2.437679166262942398e-01,4.410794699177537126e+01,1.000000000000000000e+00
2.160705125995397111e+02,1.277246622736718791e+03,2.429007920223799633e-01,4.420348942028743267e+01,1.000000000000000000e+00
2.165706758231497417e+02,1.277093832469417976e+03,2.420364286638290729e-01,4.429901223427212642e+01,1.000000000000000000e+00
2.170708390467598008e+02,1.276941023015936025e+03,2.411748256746945318e-01,4.439451549627904825e+01,1.000000000000000000e+00
2.175710022703698314e+02,1.276788194179865968e+03,2.403159742243657082e-01,4.448999926874783029e+01,1.000000000000000000e+00
2.180711654939798905e+02,1.276635346531385721e+03,2.394598698016609795e-01,4.458546361396697222e+01,1.000000000000000000e+00
2.185713287175899211e+02,1.276482481081826791e+03,2.386065103297934087e-01,4.468090859415033833e+01,1.000000000000000000e+00
2.190714919411999801e+02,1.276329597571306977e+03,2.377558866142511773e-01,4.477633427138411548e+01,1.000000000000000000e+00
2.195716551648100392e+02,1.276176696857113939e+03,2.369079956831455502e-01,4.487174070761666655e+01,1.000000000000000000e+00
2.200718183884200698e+02,1.276023779789773698e+03,2.360628344826197766e-01,4.496712796472808549e+01,1.000000000000000000e+00
2.205719816120301289e+02,1.275870846083909782e+03,2.352203936683518459e-01,4.506249610445803455e+01,1.000000000000000000e+00
2.210721448356401595e+02,1.275717896813075185e+03,2.343806713842621070e-01,4.515784518841928019e+01,1.000000000000000000e+00
2.215723080592502185e+02,1.275564932701495763e+03,2.335436638064355974e-01,4.525317527816025631e+01,1.000000000000000000e+00
2.220724712828602492e+02,1.275411953474235361e+03,2.327093616373659968e-01,4.534848643508074417e+01,1.000000000000000000e+00
2.225726345064703082e+02,1.275258960354450664e+03,2.318777637481958531e-01,4.544377872046243283e+01,1.000000000000000000e+00
2.230727977300803389e+02,1.275105953972475845e+03,2.310488657345937669e-01,4.553905219552430594e+01,1.000000000000000000e+00
2.235729609536903979e+02,1.274952934097472507e+03,2.302226585243385137e-01,4.563430692133270128e+01,1.000000000000000000e+00
2.240731241773004285e+02,1.274799902040174857e+03,2.293991413634365040e-01,4.572954295884263587e+01,1.000000000000000000e+00
2.245732874009104876e+02,1.274646858338545826e+03,2.285783092857945620e-01,4.582476036894433946e+01,1.000000000000000000e+00
2.250734506245205182e+02,1.274493802922689611e+03,2.277601540630098953e-01,4.591995921237855072e+01,1.000000000000000000e+00
2.255736138481305773e+02,1.274340737048298934e+03,2.269446745422627199e-01,4.601513954977976795e+01,1.000000000000000000e+00
2.260737770717406079e+02,1.274187661210851047e+03,2.261318654717110188e-01,4.611030144170990042e+01,1.000000000000000000e+00
2.265739402953506669e+02,1.274034575548403382e+03,2.253217196965147384e-01,4.620544494859034756e+01,1.000000000000000000e+00
2.270741035189606976e+02,1.273881481191662260e+03,2.245142352995303792e-01,4.630057013073971461e+01,1.000000000000000000e+00
2.275742667425707566e+02,1.273728378645624616e+03,2.237094070208342500e-01,4.639567704839532070e+01,1.000000000000000000e+00
2.280744299661807872e+02,1.273575268218464544e+03,2.229072285564520917e-01,4.649076576166346797e+01,1.000000000000000000e+00
2.285745931897908463e+02,1.273422150933891999e+03,2.221076973318824588e-01,4.658583633054990969e+01,1.000000000000000000e+00
2.290747564134009053e+02,1.273269027324767421e+03,2.213108081720197851e-01,4.668088881497259024e+01,1.000000000000000000e+00
2.295749196370109360e+02,1.273115897838261162e+03,2.205165554422970908e-01,4.677592327472699907e+01,1.000000000000000000e+00
2.300750828606209950e+02,1.272962763405712849e+03,2.197249359972633653e-01,4.687093976950917806e+01,1.000000000000000000e+00
2.305752460842310256e+02,1.272809624602605936e+03,2.189359448182612300e-01,4.696593835892267066e+01,1.000000000000000000e+00
2.310754093078410847e+02,1.272656481991240071e+03,2.181495768011611769e-01,4.706091910245636711e+01,1.000000000000000000e+00
2.315755725314511153e+02,1.272503336421577387e+03,2.173658282947922848e-01,4.715588205949995171e+01,1.000000000000000000e+00
2.320757357550611744e+02,1.272350188522618737e+03,2.165846944866623713e-01,4.725082728934725651e+01,1.000000000000000000e+00
2.325758989786712050e+02,1.272197038955742073e+03,2.158061707078831049e-01,4.734575485118467952e+01,1.000000000000000000e+00
2.330760622022812640e+02,1.272043888496612226e+03,2.150302528449749839e-01,4.744066480409916409e+01,1.000000000000000000e+00
2.335762254258912947e+02,1.271890737834481115e+03,2.142569363187614706e-01,4.753555720707914389e+01,1.000000000000000000e+00
2.340763886495013537e+02,1.271737587722155922e+03,2.134862168454639830e-01,4.763043211901269558e+01,1.000000000000000000e+00
2.345765518731113843e+02,1.271584438863876130e+03,2.127180898702323852e-01,4.772528959868772347e+01,1.000000000000000000e+00
2.350767150967214434e+02,1.271431292011423466e+03,2.119525510511881261e-01,4.782012970479139113e+01,1.000000000000000000e+00
2.355768783203314740e+02,1.271278148010380846e+03,2.111895964858160613e-01,4.791495249591743999e+01,1.000000000000000000e+00
2.360770415439415331e+02,1.271125007491934639e+03,2.104292211757747000e-01,4.800975803055879965e+01,1.000000000000000000e+00
2.365772047675515637e+02,1.270971871267897086e+03,2.096714209966165643e-01,4.810454636710502996e+01,1.000000000000000000e+00
2.370773679911616227e+02,1.270818740287605578e+03,2.089161924708562990e-01,4.819931756385960853e+01,1.000000000000000000e+00
2.375775312147716534e+02,1.270665615102739594e+03,2.081635301307714070e-01,4.829407167902465403e+01,1.000000000000000000e+00
2.380776944383817124e+02,1.270512496577554657e+03,2.074134300250782270e-01,4.838880877069560427e+01,1.000000000000000000e+00
2.385778576619917715e+02,1.270359385786385701e+03,2.066658891938756848e-01,4.848352889688959522e+01,1.000000000000000000e+00
2.390780208856018021e+02,1.270206283189816304e+03,2.059209016498523281e-01,4.857823211552240394e+01,1.000000000000000000e+00
2.395781841092118611e+02,1.270053189691526995e+03,2.051784635455435046e-01,4.867291848439840862e+01,1.000000000000000000e+00
2.400783473328218918e+02,1.269900106523031127e+03,2.044385725812587207e-01,4.876758806125234003e+01,1.000000000000000000e+00
2.405785105564319508e+02,1.269747034036752211e+03,2.037012221749115726e-01,4.886224090371833029e+01,1.000000000000000000e+00
2.410786737800419814e+02,1.269593973157005848e+03,2.029664084878441410e-01,4.895687706931244776e+01,1.000000000000000000e+00
2.415788370036520405e+02,1.269440925316287576e+03,2.022341300744854853e-01,4.905149661549091888e+01,1.000000000000000000e+00
2.420790002272620711e+02,1.269287890735980682e+03,2.015043796572139057e-01,4.914609959961112651e+01,1.000000000000000000e+00
2.425791634508721302e+02,1.269134870336115000e+03,2.007771532848705021e-01,4.924068607890328053e+01,1.000000000000000000e+00
2.430793266744821608e+02,1.268981865806310452e+03,2.000524506124420343e-01,4.933525611054889737e+01,1.000000000000000000e+00
2.435794898980922198e+02,1.268828877207853111e+03,1.993302635397974643e-01,4.942980975163385438e+01,1.000000000000000000e+00
2.440796531217022505e+02,1.268675905425073097e+03,1.986105878550904202e-01,4.952434705910452095e+01,1.000000000000000000e+00
2.445798163453123095e+02,1.268522952473922487e+03,1.978934246140164888e-01,4.961886808987155462e+01,1.000000000000000000e+00
2.450799795689223401e+02,1.268370018219996382e+03,1.971787647401739008e-01,4.971337290075471316e+01,1.000000000000000000e+00
2.455801427925323992e+02,1.268217103573748091e+03,1.964666040508138700e-01,4.980786154842358826e+01,1.000000000000000000e+00
2.460803060161424298e+02,1.268064210660150366e+03,1.957569439609986583e-01,4.990233408951638694e+01,1.000000000000000000e+00
2.465804692397524889e+02,1.267911339406940897e+03,1.950497756333116617e-01,4.999679058058726611e+01,1.000000000000000000e+00
2.470806324633625479e+02,1.267758490656323602e+03,1.943450944715867101e-01,5.009123107803818442e+01,1.000000000000000000e+00
2.475807956869725786e+02,1.267605666586029201e+03,1.936429019812576091e-01,5.018565563823608500e+01,1.000000000000000000e+00
2.480809589105826376e+02,1.267452867290017139e+03,1.929431900349121709e-01,5.028006431747291316e+01,1.000000000000000000e+00
2.485811221341926682e+02,1.267300093491683356e+03,1.922459533956683286e-01,5.037445717188920469e+01,1.000000000000000000e+00
2.490812853578027273e+02,1.267147347372663717e+03,1.915511934321991461e-01,5.046883425758169750e+01,1.000000000000000000e+00
2.495814485814127579e+02,1.266994629297504844e+03,1.908589031849544093e-01,5.056319563058377042e+01,1.000000000000000000e+00
2.500816118050228170e+02,1.266841939817580851e+03,1.901690765439100206e-01,5.065754134678076781e+01,1.000000000000000000e+00
2.505817750286328476e+02,1.266689281061536803e+03,1.894817144845000467e-01,5.075187146199985477e+01,1.000000000000000000e+00
2.510819382522429066e+02,1.266536653785025692e+03,1.887968117315242111e-01,5.084618603201950293e+01,1.000000000000000000e+00
2.515821014758529373e+02,1.266384058306102133e+03,1.881143610401325161e-01,5.094048511247633826e+01,1.000000000000000000e+00
2.520822646994629963e+02,1.266231496635055692e+03,1.874343627061240691e-01,5.103476875892827991e+01,1.000000000000000000e+00
2.525824279230730269e+02,1.266078970056166099e+03,1.867568137149059060e-01,5.112903702690243790e+01,1.000000000000000000e+00
2.530825911466830860e+02,1.265926478584364531e+03,1.860817053952955047e-01,5.122328997179355525e+01,1.000000000000000000e+00
2.535827543702931166e+02,1.265774024037313893e+03,1.854090370465889259e-01,5.131752764889019858e+01,1.000000000000000000e+00
2.540829175939031757e+02,1.265621608383315333e+03,1.847388085519433842e-01,5.141175011347168322e+01,1.000000000000000000e+00
2.545830808175132063e+02,1.265469231255429577e+03,1.840710094919558726e-01,5.150595742069796046e+01,1.000000000000000000e+00
2.550832440411232653e+02,1.265316894195064606e+03,1.834056378215185856e-01,5.160014962558778961e+01,1.000000000000000000e+00
2.555834072647332960e+02,1.265164600028707810e+03,1.827426970206766088e-01,5.169432678317617302e+01,1.000000000000000000e+00
2.560835704883433550e+02,1.265012347919408967e+03,1.820821745689745752e-01,5.178848894839571670e+01,1.000000000000000000e+00
2.565837337119534141e+02,1.264860139038877833e+03,1.814240666974357707e-01,5.188263617599448452e+01,1.000000000000000000e+00
2.570838969355634731e+02,1.264707977265641375e+03,1.807683812452093863e-01,5.197676852076666165e+01,1.000000000000000000e+00
2.575840601591734753e+02,1.264555861194747422e+03,1.801151032064788604e-01,5.207088603742521826e+01,1.000000000000000000e+00
2.580842233827835344e+02,1.264403792024852692e+03,1.794642288148982912e-01,5.216498878047052301e+01,1.000000000000000000e+00
2.585843866063935934e+02,1.264251773399868853e+03,1.788157646808665735e-01,5.225907680443511794e+01,1.000000000000000000e+00
2.590845498300036525e+02,1.264099804739665160e+03,1.781696993110914728e-01,5.235315016379625064e+01,1.000000000000000000e+00
2.595847130536136547e+02,1.263947886780800218e+03,1.775260268487745541e-01,5.244720891283460418e+01,1.000000000000000000e+00
2.600848762772237137e+02,1.263796022791124869e+03,1.768847520995677214e-01,5.254125310581899555e+01,1.000000000000000000e+00
2.605850395008337728e+02,1.263644213273734294e+03,1.762458681013900075e-01,5.263528279699377066e+01,1.000000000000000000e+00
2.610852027244438318e+02,1.263492458378047559e+03,1.756093664173163926e-01,5.272929804042885138e+01,1.000000000000000000e+00
2.615853659480538340e+02,1.263340760874783882e+03,1.749752495754859083e-01,5.282329889012721225e+01,1.000000000000000000e+00
2.620855291716638931e+02,1.263189122599572556e+03,1.743435160936316619e-01,5.291728540010371518e+01,1.000000000000000000e+00
2.625856923952739521e+02,1.263037542988923633e+03,1.737141544773949664e-01,5.301125762422617527e+01,1.000000000000000000e+00
2.630858556188840112e+02,1.262886024183607560e+03,1.730871644709166823e-01,5.310521561622931586e+01,1.000000000000000000e+00
2.635860188424940134e+02,1.262734569624624783e+03,1.724625510877148549e-01,5.319915942990174074e+01,1.000000000000000000e+00
2.640861820661040724e+02,1.262583177898031408e+03,1.718402992650563677e-01,5.329308911891826028e+01,1.000000000000000000e+00
2.645863452897141315e+02,1.262431850373581938e+03,1.712204054388171970e-01,5.338700473674263236e+01,1.000000000000000000e+00
2.650865085133241905e+02,1.262280592383008070e+03,1.706028821533770723e-01,5.348090633694035745e+01,1.000000000000000000e+00
2.655866717369342496e+02,1.262129401524111472e+03,1.699877102817989039e-01,5.357479397300237878e+01,1.000000000000000000e+00
2.660868349605442518e+02,1.261978279204398405e+03,1.693748862891233942e-01,5.366866769816289207e+01,1.000000000000000000e+00
2.665869981841543108e+02,1.261827230057391489e+03,1.687644196166399602e-01,5.376252756572304747e+01,1.000000000000000000e+00
2.670871614077643699e+02,1.261676253441928566e+03,1.681562982810815565e-01,5.385637362895516844e+01,1.000000000000000000e+00
2.675873246313744289e+02,1.261525349833432756e+03,1.675505148470532168e-01,5.395020594091160149e+01,1.000000000000000000e+00
2.680874878549844311e+02,1.261374523000880799e+03,1.669470750464860376e-01,5.404402455462539479e+01,1.000000000000000000e+00
2.685876510785944902e+02,1.261223774404154028e+03,1.663459752550790205e-01,5.413782952315349917e+01,1.000000000000000000e+00
2.690878143022045492e+02,1.261073103415402102e+03,1.657472035266020216e-01,5.423162089937644481e+01,1.000000000000000000e+00
2.695879775258146083e+02,1.260922512758871335e+03,1.651507612417579540e-01,5.432539873605509229e+01,1.000000000000000000e+00
2.700881407494246105e+02,1.260772006363203900e+03,1.645566544216506555e-01,5.441916308603413910e+01,1.000000000000000000e+00
2.705883039730346695e+02,1.260621582312217924e+03,1.639648659633037575e-01,5.451291400203277249e+01,1.000000000000000000e+00
2.710884671966447286e+02,1.260471242161836699e+03,1.633753924962126070e-01,5.460665153653823012e+01,1.000000000000000000e+00
2.715886304202547876e+02,1.260320992493004269e+03,1.627882502115557128e-01,5.470037574218298460e+01,1.000000000000000000e+00
2.720887936438647898e+02,1.260170830114717319e+03,1.622034170015011212e-01,5.479408667153247592e+01,1.000000000000000000e+00
2.725889568674748489e+02,1.260020756557145887e+03,1.616208892613184567e-01,5.488778437686090683e+01,1.000000000000000000e+00
2.730891200910849079e+02,1.259870777210637925e+03,1.610406782558773953e-01,5.498146891052921603e+01,1.000000000000000000e+00
2.735892833146949670e+02,1.259720891664266901e+03,1.604627726818478317e-01,5.507514032489792299e+01,1.000000000000000000e+00
2.740894465383049692e+02,1.259571100000124716e+03,1.598871631907013147e-01,5.516879867209358679e+01,1.000000000000000000e+00
2.745896097619150282e+02,1.259421406197839588e+03,1.593138553736925533e-01,5.526244400420024050e+01,1.000000000000000000e+00
2.750897729855250873e+02,1.259271813074194824e+03,1.587428502290290089e-01,5.535607637337651710e+01,1.000000000000000000e+00
2.755899362091351463e+02,1.259122319038114256e+03,1.581741319133894152e-01,5.544969583161290672e+01,1.000000000000000000e+00
2.760900994327452054e+02,1.258972926422286491e+03,1.576076995599365038e-01,5.554330243071060380e+01,1.000000000000000000e+00
2.765902626563552076e+02,1.258823641751011110e+03,1.570435680397110900e-01,5.563689622262942436e+01,1.000000000000000000e+00
2.770904258799652666e+02,1.258674461518847465e+03,1.564817142265282068e-01,5.573047725923570539e+01,1.000000000000000000e+00
2.775905891035753257e+02,1.258525387482782889e+03,1.559221349356128550e-01,5.582404559209770412e+01,1.000000000000000000e+00
2.780907523271853847e+02,1.258376426415362403e+03,1.553648456706985814e-01,5.591760127292323546e+01,1.000000000000000000e+00
2.785909155507953869e+02,1.258227576611305267e+03,1.548098300835967500e-01,5.601114435341052911e+01,1.000000000000000000e+00
2.790910787744054460e+02,1.258078838552074103e+03,1.542570800693820465e-01,5.610467488498085231e+01,1.000000000000000000e+00
2.795912419980155050e+02,1.257930217122678641e+03,1.537066038273221802e-01,5.619819291905650260e+01,1.000000000000000000e+00
2.800914052216255641e+02,1.257781714826248617e+03,1.531584005828555972e-01,5.629169850714389156e+01,1.000000000000000000e+00
2.805915684452355663e+02,1.257633329975007655e+03,1.526124540909646332e-01,5.638519170055662499e+01,1.000000000000000000e+00
2.810917316688456253e+02,1.257485065283452286e+03,1.520687643520277355e-01,5.647867255042432078e+01,1.000000000000000000e+00
2.815918948924556844e+02,1.257336928036365180e+03,1.515273479560002579e-01,5.657214110806449980e+01,1.000000000000000000e+00
2.820920581160657434e+02,1.257188914088722413e+03,1.509881796201279214e-01,5.666559742469622307e+01,1.000000000000000000e+00
2.825922213396757456e+02,1.257041025361715356e+03,1.504512562974282264e-01,5.675904155121761363e+01,1.000000000000000000e+00
2.830923845632858047e+02,1.256893269495975801e+03,1.499165955570307129e-01,5.685247353869134201e+01,1.000000000000000000e+00
2.835925477868958637e+02,1.256745644618646566e+03,1.493841803953415426e-01,5.694589343818644522e+01,1.000000000000000000e+00
2.840927110105059228e+02,1.256598151023328683e+03,1.488540017218553668e-01,5.703930130047637448e+01,1.000000000000000000e+00
2.845928742341159818e+02,1.256450793860244858e+03,1.483260678513392272e-01,5.713269717632579869e+01,1.000000000000000000e+00
2.850930374577259840e+02,1.256303576697524250e+03,1.478003812629157809e-01,5.722608111662164987e+01,1.000000000000000000e+00
2.855932006813360431e+02,1.256156497037110967e+03,1.472769227629699418e-01,5.731945317206154300e+01,1.000000000000000000e+00
2.860933639049461021e+02,1.256009557203824897e+03,1.467556904050021094e-01,5.741281339310358334e+01,1.000000000000000000e+00
2.865935271285561612e+02,1.255862766883860559e+03,1.462367081663596136e-01,5.750616183045546137e+01,1.000000000000000000e+00
2.870936903521661634e+02,1.255716120447465300e+03,1.457199457406002374e-01,5.759949853475315962e+01,1.000000000000000000e+00
2.875938535757762224e+02,1.255569619987808437e+03,1.452054002145664602e-01,5.769282355625637138e+01,1.000000000000000000e+00
2.880940167993862815e+02,1.255423273179708531e+03,1.446930881359273224e-01,5.778613694537921219e+01,1.000000000000000000e+00
2.885941800229963405e+02,1.255277079748307187e+03,1.441829980579048265e-01,5.787943875259359316e+01,1.000000000000000000e+00
2.890943432466063427e+02,1.255131038891043545e+03,1.436751167666249773e-01,5.797272902809206130e+01,1.000000000000000000e+00
2.895945064702164018e+02,1.254985155047743547e+03,1.431694492784018335e-01,5.806600782197432409e+01,1.000000000000000000e+00
2.900946696938264608e+02,1.254839434899877460e+03,1.426660081912046740e-01,5.815927518453959522e+01,1.000000000000000000e+00
2.905948329174365199e+02,1.254693874088954090e+03,1.421647678994006903e-01,5.825253116593975022e+01,1.000000000000000000e+00
2.910949961410465221e+02,1.254548474832460442e+03,1.416657255811628324e-01,5.834577581600461826e+01,1.000000000000000000e+00
2.915951593646565811e+02,1.254403247344728925e+03,1.411689056800023712e-01,5.843900918480900231e+01,1.000000000000000000e+00
2.920953225882666402e+02,1.254258187528826511e+03,1.406742835175820439e-01,5.853223132242500526e+01,1.000000000000000000e+00
2.925954858118766992e+02,1.254113296251845441e+03,1.401818514967868579e-01,5.862544227855912027e+01,1.000000000000000000e+00
2.930956490354867583e+02,1.253968580022817605e+03,1.396916211172231082e-01,5.871864210296205755e+01,1.000000000000000000e+00
2.935958122590967605e+02,1.253824042660344503e+03,1.392035945760290161e-01,5.881183084553966722e+01,1.000000000000000000e+00
2.940959754827068195e+02,1.253679680990589077e+03,1.387177504637617520e-01,5.890500855598018859e+01,1.000000000000000000e+00
2.945961387063168786e+02,1.253535497385610370e+03,1.382340861396475495e-01,5.899817528369939623e+01,1.000000000000000000e+00
2.950963019299269376e+02,1.253391504449350123e+03,1.377526330702761592e-01,5.909133107843960886e+01,1.000000000000000000e+00
2.955964651535369399e+02,1.253247694530385388e+03,1.372733548353595456e-01,5.918447598988701941e+01,1.000000000000000000e+00
2.960966283771469989e+02,1.253104070029140985e+03,1.367962487408351524e-01,5.927761006728476900e+01,1.000000000000000000e+00
2.965967916007570579e+02,1.252960639390507822e+03,1.363213320272201323e-01,5.937073336004073809e+01,1.000000000000000000e+00
2.970969548243671170e+02,1.252817403885883323e+03,1.358485979930923737e-01,5.946384591768221384e+01,1.000000000000000000e+00
2.975971180479771192e+02,1.252674361351757852e+03,1.353780286599496896e-01,5.955694778945689194e+01,1.000000000000000000e+00
2.980972812715871783e+02,1.252531515518784317e+03,1.349096254960183705e-01,5.965003902442546746e+01,1.000000000000000000e+00
2.985974444951972373e+02,1.252388877615744832e+03,1.344434143376576352e-01,5.974311967195792050e+01,1.000000000000000000e+00
2.990976077188072964e+02,1.252246440409676097e+03,1.339793605568439239e-01,5.983618978132464861e+01,1.000000000000000000e+00
2.995977709424172986e+02,1.252104206431626835e+03,1.335174615469107706e-01,5.992924940137422851e+01,1.000000000000000000e+00
3.000979341660273576e+02,1.251962185832397154e+03,1.330577392800895986e-01,6.002229858117465966e+01,1.000000000000000000e+00
3.005980973896374167e+02,1.251820377843268489e+03,1.326001801901045829e-01,6.011533736988911869e+01,1.000000000000000000e+00
3.010982606132474757e+02,1.251678781040157219e+03,1.321447686997589133e-01,6.020836581635066409e+01,1.000000000000000000e+00
3.015984238368574779e+02,1.251537400210380156e+03,1.316915092331141512e-01,6.030138396926599142e+01,1.000000000000000000e+00
3.020985870604675370e+02,1.251396245857618851e+03,1.312404243170428031e-01,6.039439187764713068e+01,1.000000000000000000e+00
3.025987502840775960e+02,1.251255310824623393e+03,1.307914799431724173e-01,6.048738959037602569e+01,1.000000000000000000e+00
3.030989135076876551e+02,1.251114597774644153e+03,1.303446735907882181e-01,6.058037715592081440e+01,1.000000000000000000e+00
3.035990767312977141e+02,1.250974118228831912e+03,1.299000306852955422e-01,6.067335462300911075e+01,1.000000000000000000e+00
3.040992399549077163e+02,1.250833870094320218e+03,1.294575333655290372e-01,6.076632204045419883e+01,1.000000000000000000e+00
3.045994031785177754e+02,1.250693852310198963e+03,1.290171671592700853e-01,6.085927945670312056e+01,1.000000000000000000e+00
3.050995664021278344e+02,1.250554070308702876e+03,1.285789380246374070e-01,6.095222692010644039e+01,1.000000000000000000e+00
3.055997296257378935e+02,1.250414534735529969e+03,1.281428680344782467e-01,6.104516447933226431e+01,1.000000000000000000e+00
3.060998928493478957e+02,1.250275238056927719e+03,1.277089223615724689e-01,6.113809218290420944e+01,1.000000000000000000e+00
3.066000560729579547e+02,1.250136183069175104e+03,1.272770985698079005e-01,6.123101007892380920e+01,1.000000000000000000e+00
3.071002192965680138e+02,1.249997382213821766e+03,1.268474239889920141e-01,6.132391821577454749e+01,1.000000000000000000e+00
3.076003825201780728e+02,1.249858833015666960e+03,1.264198795708346978e-01,6.141681664193374246e+01,1.000000000000000000e+00
3.081005457437880750e+02,1.249720534286838529e+03,1.259944503844116492e-01,6.150970540549378285e+01,1.000000000000000000e+00
3.086007089673981341e+02,1.249582491574461528e+03,1.255711422316283243e-01,6.160258455444366632e+01,1.000000000000000000e+00
3.091008721910081931e+02,1.249444716766740612e+03,1.251499801210136653e-01,6.169545413712139492e+01,1.000000000000000000e+00
3.096010354146182522e+02,1.249307201383527399e+03,1.247309267024564183e-01,6.178831420172516431e+01,1.000000000000000000e+00
3.101011986382282544e+02,1.249169948354083999e+03,1.243139796231936128e-01,6.188116479600340369e+01,1.000000000000000000e+00
3.106013618618383134e+02,1.249032970467652149e+03,1.238991662993851883e-01,6.197400596798848937e+01,1.000000000000000000e+00
3.111015250854483725e+02,1.248896266050440090e+03,1.234864701390378933e-01,6.206683776583539469e+01,1.000000000000000000e+00
3.116016883090584315e+02,1.248759833175505037e+03,1.230758739226648496e-01,6.215966023731607493e+01,1.000000000000000000e+00
3.121018515326684906e+02,1.248623676848619652e+03,1.226673813392592099e-01,6.225247343004921419e+01,1.000000000000000000e+00
3.126020147562784928e+02,1.248487811549562366e+03,1.222610242526090962e-01,6.234527739205622510e+01,1.000000000000000000e+00
3.131021779798885518e+02,1.248352227156568233e+03,1.218567608224304100e-01,6.243807217124555109e+01,1.000000000000000000e+00
3.136023412034986109e+02,1.248216926730842943e+03,1.214545887781521283e-01,6.253085781502589668e+01,1.000000000000000000e+00
3.141025044271086699e+02,1.248081922706120849e+03,1.210545335379361737e-01,6.262363437106819930e+01,1.000000000000000000e+00
3.146026676507186721e+02,1.247947215650471435e+03,1.206565851389430483e-01,6.271640188721847409e+01,1.000000000000000000e+00
3.151028308743287312e+02,1.247812802156366615e+03,1.202607219803296656e-01,6.280916041096519820e+01,1.000000000000000000e+00
3.156029940979387902e+02,1.247678685898604044e+03,1.198669434192590338e-01,6.290190998954484058e+01,1.000000000000000000e+00
3.161031573215488493e+02,1.247544885559808336e+03,1.194752926155435158e-01,6.299465067067552582e+01,1.000000000000000000e+00
3.166033205451588515e+02,1.247411388549190860e+03,1.190857210126664567e-01,6.308738250201422915e+01,1.000000000000000000e+00
3.171034837687689105e+02,1.247278198057734244e+03,1.186982264211819543e-01,6.318010553064309676e+01,1.000000000000000000e+00
3.176036469923789696e+02,1.247145325323134557e+03,1.183128299158653224e-01,6.327281980385819082e+01,1.000000000000000000e+00
3.181038102159890286e+02,1.247012774865447000e+03,1.179295328545549859e-01,6.336552536920968492e+01,1.000000000000000000e+00
3.186039734395990308e+02,1.246880540919112491e+03,1.175483069048203488e-01,6.345822227394218373e+01,1.000000000000000000e+00
3.191041366632090899e+02,1.246748626747509661e+03,1.171691499230652356e-01,6.355091056495508184e+01,1.000000000000000000e+00
3.196042998868191489e+02,1.246617051575051846e+03,1.167921053967963946e-01,6.364359028961609965e+01,1.000000000000000000e+00
3.201044631104292080e+02,1.246485804922593388e+03,1.164171314921145645e-01,6.373626149531168750e+01,1.000000000000000000e+00
3.206046263340392670e+02,1.246354888258782239e+03,1.160442207941105863e-01,6.382892422887040595e+01,1.000000000000000000e+00
3.211047895576492692e+02,1.246224310641727925e+03,1.156733874354531899e-01,6.392157853719690763e+01,1.000000000000000000e+00
3.216049527812593283e+02,1.246094082533880510e+03,1.153046492891558195e-01,6.401422446755843509e+01,1.000000000000000000e+00
3.221051160048693873e+02,1.245964194792935587e+03,1.149379686915043275e-01,6.410686206699800493e+01,1.000000000000000000e+00
3.226052792284794464e+02,1.245834650806066293e+03,1.145733435785698667e-01,6.419949138210861861e+01,1.000000000000000000e+00
3.231054424520894486e+02,1.245705467681087384e+03,1.142108102989430884e-01,6.429211245987163181e+01,1.000000000000000000e+00
3.236056056756995076e+02,1.245576640768632842e+03,1.138503439251053601e-01,6.438472534739781850e+01,1.000000000000000000e+00
3.241057688993095667e+02,1.245448168201539829e+03,1.134919275143787959e-01,6.447733009132362270e+01,1.000000000000000000e+00
