# t (s), T_Al (K), flux_Al (nm^-2.s^-1), z (nm), x
8.202676867204747850e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.207678499440849009e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.212680131676949031e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.217681763913049053e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.222683396149150212e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.227685028385250234e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.232686660621351393e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.237688292857451415e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.242689925093551437e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.247691557329652596e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.252693189565752618e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.257694821801852640e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.262696454037953799e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.267698086274053821e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.272699718510154980e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.277701350746255002e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.282702982982355024e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.287704615218456183e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.292706247454556205e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.297707879690656227e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.302709511926757386e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.307711144162857408e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.312712776398958567e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.317714408635058589e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.322716040871158611e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.327717673107259770e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.332719305343359792e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.337720937579460951e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.342722569815560973e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.347724202051660995e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.352725834287762154e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
8.357727466523862176e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.134432663325006274e+01,1.000000000000000000e+00
8.362729098759962199e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.145692626182584206e+01,1.000000000000000000e+00
8.367730730996063357e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.156952589040164980e+01,1.000000000000000000e+00
8.372732363232163380e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.168212551897742912e+01,1.000000000000000000e+00
8.377733995468264538e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.179472514755323687e+01,1.000000000000000000e+00
8.382735627704364560e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.190732477612901619e+01,1.000000000000000000e+00
8.387737259940464583e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.201992440470479551e+01,1.000000000000000000e+00
8.392738892176565741e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.213252403328060325e+01,1.000000000000000000e+00
8.397740524412665764e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.224512366185638257e+01,1.000000000000000000e+00
8.402742156648765786e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.235772329043216189e+01,1.000000000000000000e+00
8.407743788884866944e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.247032291900796963e+01,1.000000000000000000e+00
8.412745421120966967e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.258292254758374895e+01,1.000000000000000000e+00
8.417747053357068125e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.269552217615955669e+01,1.000000000000000000e+00
8.422748685593168148e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.280812180473533601e+01,1.000000000000000000e+00
8.427750317829268170e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.292072143331111533e+01,1.000000000000000000e+00
8.432751950065369329e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.303332106188692308e+01,1.000000000000000000e+00
8.437753582301469351e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.314592069046270240e+01,1.000000000000000000e+00
8.442755214537570509e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.325852031903851014e+01,1.000000000000000000e+00
8.447756846773670532e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.337111994761428946e+01,1.000000000000000000e+00
8.452758479009770554e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.348371957619006878e+01,1.000000000000000000e+00
8.457760111245871713e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.359631920476587652e+01,1.000000000000000000e+00
8.462761743481971735e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.370891883334165584e+01,1.000000000000000000e+00
8.467763375718071757e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.382151846191743516e+01,1.000000000000000000e+00
8.472765007954172916e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.393411809049324290e+01,1.000000000000000000e+00
8.477766640190272938e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.404671771906902222e+01,1.000000000000000000e+00
8.482768272426374097e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.415931734764482997e+01,1.000000000000000000e+00
8.487769904662474119e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.427191697622060929e+01,1.000000000000000000e+00
8.492771536898574141e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.438451660479638861e+01,1.000000000000000000e+00
8.497773169134675300e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.449711623337219635e+01,1.000000000000000000e+00
8.502774801370775322e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.460971586194797567e+01,1.000000000000000000e+00
8.507776433606876481e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.472231549052378341e+01,1.000000000000000000e+00
8.512778065842976503e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.483491511909956273e+01,1.000000000000000000e+00
8.517779698079076525e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.494751474767534205e+01,1.000000000000000000e+00
8.522781330315177684e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.506011437625114979e+01,1.000000000000000000e+00
8.527782962551277706e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.517271400482692911e+01,1.000000000000000000e+00
8.532784594787377728e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.528531363340270843e+01,1.000000000000000000e+00
8.537786227023478887e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.539791326197851618e+01,1.000000000000000000e+00
8.542787859259578909e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.551051289055429550e+01,1.000000000000000000e+00
8.547789491495680068e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.562311251913010324e+01,1.000000000000000000e+00
8.552791123731780090e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.573571214770588256e+01,1.000000000000000000e+00
8.557792755967880112e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.584831177628166188e+01,1.000000000000000000e+00
8.562794388203981271e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.596091140485746962e+01,1.000000000000000000e+00
8.567796020440081293e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.607351103343324894e+01,1.000000000000000000e+00
8.572797652676181315e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.618611066200902826e+01,1.000000000000000000e+00
8.577799284912282474e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.629871029058483600e+01,1.000000000000000000e+00
8.582800917148382496e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.641130991916061532e+01,1.000000000000000000e+00
8.587802549384483655e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.652390954773642306e+01,1.000000000000000000e+00
8.592804181620583677e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.663650917631220238e+01,1.000000000000000000e+00
8.597805813856683699e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.674910880488798171e+01,1.000000000000000000e+00
8.602807446092784858e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.686170843346378945e+01,1.000000000000000000e+00
8.607809078328884880e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.697430806203956877e+01,1.000000000000000000e+00
8.612810710564986039e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.708690769061537651e+01,1.000000000000000000e+00
8.617812342801086061e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.719950731919115583e+01,1.000000000000000000e+00
8.622813975037186083e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.731210694776693515e+01,1.000000000000000000e+00
8.627815607273287242e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.742470657634274289e+01,1.000000000000000000e+00
8.632817239509387264e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.753730620491852221e+01,1.000000000000000000e+00
8.637818871745487286e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.764990583349430153e+01,1.000000000000000000e+00
8.642820503981588445e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.776250546207010927e+01,1.000000000000000000e+00
8.647822136217688467e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.787510509064588859e+01,1.000000000000000000e+00
8.652823768453789626e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.798770471922169634e+01,1.000000000000000000e+00
8.657825400689889648e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.810030434779747566e+01,1.000000000000000000e+00
8.662827032925989670e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.821290397637325498e+01,1.000000000000000000e+00
8.667828665162090829e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.832550360494906272e+01,1.000000000000000000e+00
8.672830297398190851e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.843810323352484204e+01,1.000000000000000000e+00
8.677831929634290873e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.855070286210062136e+01,1.000000000000000000e+00
8.682833561870392032e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.866330249067642910e+01,1.000000000000000000e+00
8.687835194106492054e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.877590211925220842e+01,1.000000000000000000e+00
8.692836826342593213e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.888850174782801616e+01,1.000000000000000000e+00
8.697838458578693235e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.900110137640379548e+01,1.000000000000000000e+00
8.702840090814793257e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.911370100497957480e+01,1.000000000000000000e+00
8.707841723050894416e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.922630063355538255e+01,1.000000000000000000e+00
8.712843355286994438e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.933890026213116187e+01,1.000000000000000000e+00
8.717844987523095597e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.945149989070696961e+01,1.000000000000000000e+00
8.722846619759195619e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.956409951928274893e+01,1.000000000000000000e+00
8.727848251995295641e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.967669914785852825e+01,1.000000000000000000e+00
8.732849884231396800e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.978929877643433599e+01,1.000000000000000000e+00
8.737851516467496822e+02,1.340777660645191645e+03,9.962032875625429496e-01,8.990189840501011531e+01,1.000000000000000000e+00
8.742853148703596844e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.001449803358589463e+01,1.000000000000000000e+00
8.747854780939698003e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.012709766216170237e+01,1.000000000000000000e+00
8.752856413175798025e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.023969729073748169e+01,1.000000000000000000e+00
8.757858045411899184e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.035229691931328944e+01,1.000000000000000000e+00
8.762859677647999206e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.046489654788906876e+01,1.000000000000000000e+00
8.767861309884099228e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.057749617646484808e+01,1.000000000000000000e+00
8.772862942120200387e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.069009580504065582e+01,1.000000000000000000e+00
8.777864574356300409e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.080269543361643514e+01,1.000000000000000000e+00
8.782866206592401568e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.091529506219224288e+01,1.000000000000000000e+00
8.787867838828501590e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.102789469076802220e+01,1.000000000000000000e+00
8.792869471064601612e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.114049431934380152e+01,1.000000000000000000e+00
8.797871103300702771e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.125309394791960926e+01,1.000000000000000000e+00
8.802872735536802793e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.136569357649538858e+01,1.000000000000000000e+00
8.807874367772902815e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.147829320507116790e+01,1.000000000000000000e+00
8.812876000009003974e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.159089283364697565e+01,1.000000000000000000e+00
8.817877632245103996e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.170349246222275497e+01,1.000000000000000000e+00
8.822879264481205155e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.181609209079856271e+01,1.000000000000000000e+00
8.827880896717305177e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.192869171937434203e+01,1.000000000000000000e+00
8.832882528953405199e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.204129134795012135e+01,1.000000000000000000e+00
8.837884161189506358e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.215389097652592909e+01,1.000000000000000000e+00
8.842885793425606380e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.226649060510170841e+01,1.000000000000000000e+00
8.847887425661706402e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.237909023367748773e+01,1.000000000000000000e+00
8.852889057897807561e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.249168986225329547e+01,1.000000000000000000e+00
8.857890690133907583e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.260428949082907479e+01,1.000000000000000000e+00
8.862892322370008742e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.271688911940488254e+01,1.000000000000000000e+00
8.867893954606108764e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.282948874798066186e+01,1.000000000000000000e+00
8.872895586842208786e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.294208837655644118e+01,1.000000000000000000e+00
8.877897219078309945e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.305468800513224892e+01,1.000000000000000000e+00
8.882898851314409967e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.316728763370802824e+01,1.000000000000000000e+00
8.887900483550511126e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.327988726228383598e+01,1.000000000000000000e+00
8.892902115786611148e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.339248689085961530e+01,1.000000000000000000e+00
8.897903748022711170e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.350508651943539462e+01,1.000000000000000000e+00
8.902905380258812329e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.361768614801120236e+01,1.000000000000000000e+00
8.907907012494912351e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.373028577658698168e+01,1.000000000000000000e+00
8.912908644731012373e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.384288540516276100e+01,1.000000000000000000e+00
8.917910276967113532e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.395548503373856875e+01,1.000000000000000000e+00
8.922911909203213554e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.406808466231434807e+01,1.000000000000000000e+00
8.927913541439314713e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.418068429089015581e+01,1.000000000000000000e+00
8.932915173675414735e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.429328391946593513e+01,1.000000000000000000e+00
8.937916805911514757e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.440588354804171445e+01,1.000000000000000000e+00
8.942918438147615916e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.451848317661752219e+01,1.000000000000000000e+00
8.947920070383715938e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.463108280519330151e+01,1.000000000000000000e+00
8.952921702619815960e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.474368243376908083e+01,1.000000000000000000e+00
8.957923334855917119e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.485628206234488857e+01,1.000000000000000000e+00
8.962924967092017141e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.496888169092066789e+01,1.000000000000000000e+00
8.967926599328118300e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.508148131949647563e+01,1.000000000000000000e+00
8.972928231564218322e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.519408094807225496e+01,1.000000000000000000e+00
8.977929863800318344e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.530668057664803428e+01,1.000000000000000000e+00
8.982931496036419503e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.541928020522384202e+01,1.000000000000000000e+00
8.987933128272519525e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.553187983379962134e+01,1.000000000000000000e+00
8.992934760508620684e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.564447946237542908e+01,1.000000000000000000e+00
8.997936392744720706e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.575707909095120840e+01,1.000000000000000000e+00
9.002938024980820728e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.586967871952698772e+01,1.000000000000000000e+00
9.007939657216921887e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.598227834810279546e+01,1.000000000000000000e+00
9.012941289453021909e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.609487797667857478e+01,1.000000000000000000e+00
9.017942921689121931e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.620747760525435410e+01,1.000000000000000000e+00
9.022944553925223090e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.632007723383016184e+01,1.000000000000000000e+00
9.027946186161323112e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.643267686240594116e+01,1.000000000000000000e+00
9.032947818397424271e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.654527649098174891e+01,1.000000000000000000e+00
9.037949450633524293e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.665787611955752823e+01,1.000000000000000000e+00
9.042951082869624315e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.677047574813330755e+01,1.000000000000000000e+00
9.047952715105725474e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.688307537670911529e+01,1.000000000000000000e+00
9.052954347341825496e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.699567500528489461e+01,1.000000000000000000e+00
9.057955979577926655e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.710827463386070235e+01,1.000000000000000000e+00
9.062957611814026677e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.722087426243648167e+01,1.000000000000000000e+00
9.067959244050126699e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.733347389101226099e+01,1.000000000000000000e+00
9.072960876286227858e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.744607351958806873e+01,1.000000000000000000e+00
9.077962508522327880e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.755867314816384805e+01,1.000000000000000000e+00
9.082964140758427902e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.767127277673962737e+01,1.000000000000000000e+00
9.087965772994529061e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.778387240531543512e+01,1.000000000000000000e+00
9.092967405230629083e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.789647203389121444e+01,1.000000000000000000e+00
9.097969037466730242e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.800907166246702218e+01,1.000000000000000000e+00
9.102970669702830264e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.812167129104280150e+01,1.000000000000000000e+00
9.107972301938930286e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.823427091961858082e+01,1.000000000000000000e+00
9.112973934175031445e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.834687054819438856e+01,1.000000000000000000e+00
9.117975566411131467e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.845947017677016788e+01,1.000000000000000000e+00
9.122977198647231489e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.857206980534594720e+01,1.000000000000000000e+00
9.127978830883332648e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.868466943392175494e+01,1.000000000000000000e+00
9.132980463119432670e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.879726906249753426e+01,1.000000000000000000e+00
9.137982095355533829e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.890986869107334201e+01,1.000000000000000000e+00
9.142983727591633851e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.902246831964912133e+01,1.000000000000000000e+00
9.147985359827733873e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.913506794822490065e+01,1.000000000000000000e+00
9.152986992063835032e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.924766757680070839e+01,1.000000000000000000e+00
9.157988624299935054e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.936026720537648771e+01,1.000000000000000000e+00
9.162990256536036213e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.947286683395229545e+01,1.000000000000000000e+00
9.167991888772136235e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.958546646252807477e+01,1.000000000000000000e+00
9.172993521008236257e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.969806609110385409e+01,1.000000000000000000e+00
9.177995153244337416e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.981066571967966183e+01,1.000000000000000000e+00
9.182996785480437438e+02,1.340777660645191645e+03,9.962032875625429496e-01,9.992326534825544115e+01,1.000000000000000000e+00
9.187998417716537460e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.000358649768312205e+02,1.000000000000000000e+00
9.193000049952638619e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.001484646054070282e+02,1.000000000000000000e+00
9.198001682188738641e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.002610642339828075e+02,1.000000000000000000e+00
9.203003314424839800e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.003736638625586153e+02,1.000000000000000000e+00
9.208004946660939822e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.004862634911343946e+02,1.000000000000000000e+00
9.213006578897039844e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.005988631197101739e+02,1.000000000000000000e+00
9.218008211133141003e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.007114627482859817e+02,1.000000000000000000e+00
9.223009843369241025e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.008240623768617610e+02,1.000000000000000000e+00
9.228011475605341047e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.009366620054375403e+02,1.000000000000000000e+00
9.233013107841442206e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.010492616340133480e+02,1.000000000000000000e+00
9.238014740077542228e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.011618612625891274e+02,1.000000000000000000e+00
9.243016372313643387e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.012744608911649351e+02,1.000000000000000000e+00
9.248018004549743409e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.013870605197407144e+02,1.000000000000000000e+00
9.253019636785843431e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.014996601483164937e+02,1.000000000000000000e+00
9.258021269021944590e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.016122597768923015e+02,1.000000000000000000e+00
9.263022901258044612e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.017248594054680808e+02,1.000000000000000000e+00
9.268024533494145771e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.018374590340438886e+02,1.000000000000000000e+00
9.273026165730245793e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.019500586626196679e+02,1.000000000000000000e+00
9.278027797966345815e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.020626582911954472e+02,1.000000000000000000e+00
9.283029430202446974e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.021752579197712549e+02,1.000000000000000000e+00
9.288031062438546996e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.022878575483470343e+02,1.000000000000000000e+00
9.293032694674647018e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.024004571769228136e+02,1.000000000000000000e+00
9.298034326910748177e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.025130568054986213e+02,1.000000000000000000e+00
9.303035959146848199e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.026256564340744006e+02,1.000000000000000000e+00
9.308037591382949358e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.027382560626502084e+02,1.000000000000000000e+00
9.313039223619049380e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.028508556912259877e+02,1.000000000000000000e+00
9.318040855855149402e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.029634553198017670e+02,1.000000000000000000e+00
9.323042488091250561e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.030760549483775748e+02,1.000000000000000000e+00
9.328044120327350583e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.031886545769533541e+02,1.000000000000000000e+00
9.333045752563451742e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.033012542055291618e+02,1.000000000000000000e+00
9.338047384799551764e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.034138538341049411e+02,1.000000000000000000e+00
9.343049017035651787e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.035264534626807205e+02,1.000000000000000000e+00
9.348050649271752945e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.036390530912565282e+02,1.000000000000000000e+00
9.353052281507852967e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.037516527198323075e+02,1.000000000000000000e+00
9.358053913743952990e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.038642523484080868e+02,1.000000000000000000e+00
